image,question,refs,base,fusion,win
VizWiz_val_00000796.jpg,Am I still at the login screen and if I am how do I get to the user name BBM99756 using keyboard commands only,"['unanswerable', 'looks like you logged in', 'no', '0', 'unanswerable', 'no', 'at main screen', 'yes', 'unanswerable', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00000802.jpg,Does it have any writing on it?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",no,unanswerable,base wins
VizWiz_val_00000806.jpg,Can you see where I need to go or arrow up or down or anything like that to make sure the box of checks so I can hid in it.,"['unanswerable', 'down', 'down', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'yes', 'down', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00000814.jpg,What is it?,"['laptop', 'laptop', 'laptop', 'laptop', 'computer screen', 'computer', 'laptop', 'computer', 'image too far away to read', 'computer']",laptop,computer screen,base wins
VizWiz_val_00000815.jpg,Whats that?,"['laptop', 'laptop', 'laptop', 'laptop', 'laptop', 'computer', 'laptop', 'laptop', 'image too far away to read text', 'computer']",computer,laptop,fusion wins
VizWiz_val_00000819.jpg,"I was actually talking to somebody. My other phone died. Can you actually tell me if you can see the whole laptop screen and where exactly, exactly where it's at for setup? ","['center screen has pop up for set up', 'installation window', 'no', 'half screen end user license agreement', 'unanswerable', 'software user license agreement', 'license agreement', 'left side screen not visible', 'cant see whole screen license agreement', 'no']",yes,unanswerable,fusion wins
VizWiz_val_00000825.jpg,It says books.,"['unanswerable', 'laptop', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'no', 'unanswerable', 'unanswerable']",unanswerable,yes,base wins
VizWiz_val_00000833.jpg,What kind of card is this?,"['i tunes', 'itunes', 'itunes', 'itunes gift card', 'itunes', 'itunes', 'itunes gift card', 'itunes', 'itunes', 'itunes']",unanswerable,itunes,fusion wins
VizWiz_val_00000840.jpg,Can you please tell me what the captcha says?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00000842.jpg,What is in this picture?,"['laptop screen', 'unanswerable', 'unanswerable', 'web page', 'computer monitor', 'unanswerable', 'laptop', 'computer', 'computer', 'unanswerable']",laptop,unanswerable,fusion wins
VizWiz_val_00000849.jpg,Which laptop is this?,"['hp', 'unanswerable', 'unanswerable', 'unanswerable', 'hewlett packard', 'unanswerable', 'unanswerable', 'dell', 'unanswerable', 'unanswerable']",laptop,unanswerable,fusion wins
VizWiz_val_00000852.jpg,What is this?,"['customer appreciation gift card', 'guest card', '$50 preferred guest card', 'gift card', '$50 preferred guest card', 'jareds preferred guest card', '$50 gift card', '$50 preferred guest card', '$50 preferred guest card to jared', 'customer appreciation event $50 preferred guest card']",food,gift card,fusion wins
VizWiz_val_00000860.jpg,What kind of coffee is this?,"['tassimo', 'tassimo gevalia mocha', 'tassimo', 'tassimo gevalia mocha', 'gevalia', 'tassimo', 'gevalia mocha', 'tassimo', 'tassimo', 'gevalia mocha']",french vanilla,gevalia,fusion wins
VizWiz_val_00000867.jpg,What is this product?,"['dell', 'dell laptop', 'laptop computer monitor', 'dell laptop', 'laptop', 'computer', 'laptop computer', 'desktop laptop', 'lap top', 'dell laptop']",computer,unanswerable,base wins
VizWiz_val_00000880.jpg,What is on the screen?,"['unanswerable', 'program', 'webpage', 'changes to your computer', 'unanswerable', 'unanswerable', 'help screen', 'words', 'notification about changes', 'changes to your computer']",startup repair,unanswerable,fusion wins
VizWiz_val_00000889.jpg,What is this?,"['apple computer', 'water bottle in front apple desktop', 'desktop computer', 'imac', 'desktop', 'desktop computer keyboard water bottle', 'computer', 'water bottle', 'imac waterbottle', 'computer bottle water']",laptop,computer,fusion wins
VizWiz_val_00000891.jpg,What is this?,"['computer screen', 'laptop screen', 'computer screen', 'screen', 'laptop', 'unanswerable', 'monitor', 'computer', 'tv', 'computer']",keyboard,unanswerable,fusion wins
VizWiz_val_00000892.jpg,Can you tell me what is on this screen? Is it the desktop or something else?,"['login screen error message showing', 'error message', 'error message', 'something else', 'desktop', 'no file box', 'desktop image', 'error message', 'login screen error box', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00000899.jpg,What is this?,"['laptop', 'laptop computer', 'laptop', 'laptop', 'laptop', 'laptop', 'laptop', 'laptop', 'laptop', 'laptop']",laptop,unanswerable,base wins
VizWiz_val_00000901.jpg,Did I win?,"['no', 'yes', 'no', 'unanswerable', 'no', 'unanswerable', 'no', 'no', 'no', 'no']",yes,unanswerable,fusion wins
VizWiz_val_00000908.jpg,Can you tell me what the thing in the box says?,"['delightful grandchildren', 'something about delightful grandchildren', 'delightful', 'nothing more delightful than grandchildren', 'few things more delightful than grandchildren fighting over your lap', 'delightful grandchildren', 'delightful grandchildren', 'few things more delightful than grandchildren fighting over your lap', 'unanswerable', 'delightful grandchildren']",unanswerable,no,base wins
VizWiz_val_00000915.jpg,What does my screen say?,"['unanswerable', 'unanswerable', 'unanswerable', '1907719 mb 8mb', 'unanswerable', 'unanswerable', 'unanswerable', '8 mb', 'unanswerable', '8 mb']",yes,unanswerable,fusion wins
VizWiz_val_00000934.jpg,What was that item I just took a picture of?,"['computer monitor', 'computer', 'computer screen', 'unanswerable', 'unanswerable', 'laptop', 'computer screen', 'laptop', 'computer monitor', 'laptop computer']",yes,unanswerable,fusion wins
VizWiz_val_00000937.jpg,What does this window say?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'error', 'unanswerable', 'unanswerable', 'unanswerable', 'start up repair', 'repair']",startup repair,unanswerable,fusion wins
VizWiz_val_00000940.jpg,Can you tell me the color of the screen or if there's any writing on it?,"['blue green', 'unanswerable', 'unanswerable', 'unanswerable', 'silver screen some writing', 'white', 'unanswerable', 'grey', 'blue', 'blue yes']",yes,unanswerable,fusion wins
VizWiz_val_00000941.jpg,What's on this computer screen?,"['google', 'unanswerable', 'desktop images', 'google accounts', 'google accounts', 'google', 'google', 'google', 'google accounts', 'google']",yes,unanswerable,fusion wins
VizWiz_val_00000968.jpg,What is this? ,"['unanswerable', 'dresser closet', 'monitor', 'laptop dressers', 'computer screen', 'monitor', 'computer screen', 'unanswerable', 'computer screen', 'unanswerable']",laptop,unanswerable,fusion wins
VizWiz_val_00000977.jpg,what's this ,"['computer screen', 'computer screen', 'computer screen', 'laptop', 'computer screen showing search results', 'screen', 'computer screen', 'computer screen', 'monitor screen', 'computer screen']",laptop,unanswerable,base wins
VizWiz_val_00000981.jpg,What is this?  ,"['google search', 'google search engine tab', 'google search page', 'google', 'google', 'computer', 'google homepage', 'google page', 'computer screen', 'computer screen']",laptop,computer screen,fusion wins
VizWiz_val_00000992.jpg,"What is written on that computer screen, please?","['install mac os x progress bar 1 3 full', 'install mac os x', 'install mac os x', 'install mac os x', 'install mac os x', 'install mac os x', 'install mac os x', 'install mac os x', 'install mac os x', 'install mac os x']",yes,install mac os x,fusion wins
VizWiz_val_00001001.jpg,Is there a shortcut key combination I can get to start the install?,"['unanswerable', 'unanswerable', 'unsure', 'unanswerable', 'no', 'no', 'yes', 'no', 'unanswerable', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00001007.jpg,What's on the screen?,"['windows installation screen', 'unanswerable', 'installing windows', 'installing windows status screen', 'windows install', 'installing windows', 'instructions for installing windows', 'progress installing windows', 'installing windows info', 'windows']",microsoft corporation,installing windows,fusion wins
VizWiz_val_00001009.jpg,describe the monitor,"['startup issue on hp computer', 'unanswerable', 'black screen', 'black 2 buttons at bottom', 'unanswerable', 'computer', 'dark', 'black white 2 lit buttons on bottom', 'black headdress', 'black']",yes,unanswerable,fusion wins
VizWiz_val_00001038.jpg,Can you please tell me what the progress is on the screen?,"['almost done', 'unanswerable', 'almost done done', 'nearly done', 'unanswerable', 'unanswerable', 'no', '100 percent', 'complete', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00001047.jpg,This is a computer.,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'unanswerable', 'ok', 'yes']",unanswerable,no,base wins
VizWiz_val_00001054.jpg,What does the screen say?,"['installing windows', 'installing windows plus more unreadable', 'installing windows', 'installing windows', 'installing windows', 'this screen states that windows installing lists steps installation', 'installing windows', 'installing windows', 'installing windows', 'installing windows']",startup repair,installing windows,fusion wins
VizWiz_val_00001069.jpg,Hi can you tell me how far along the scan disk is now? Thanks.,"['unanswerable', 'unanswerable', 'no', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'no', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00001075.jpg,What does my screen say?,"['screen showing error', 'attempting repairs', 'unanswerable', 'download screen', 'unanswerable', 'attempting repairs', 'unanswerable', 'unanswerable', 'unanswerable', 'check for start up problems']",yes,unanswerable,fusion wins
VizWiz_val_00001085.jpg,"What does it show on the screen?  If you can't tell me what it shows on the screen, then please tell me what I can do to improve this image.","['take closer less blurry picture', 'unanswerable', 'move camera up to left', 'too blurry', 'unanswerable', 'unsuitablehold for focus', 'no capture entire screen in focus', 'unanswerable', 'unanswerable', 'move up left pull back']",yes,unanswerable,fusion wins
VizWiz_val_00001101.jpg,Can you tell what the screen says? ,"['installing windows 8 consumer preview', 'installing windows 8 consumer preview', 'installing windows 8 consumer preview', 'installing windows 8', 'installing windows 8 consumer preview', 'yes', 'installing windows 8 consumer preview', 'windows', 'yes', 'windows 8']",yes,white line,base wins
VizWiz_val_00001109.jpg,What does my screen say please.,"['blank blue screen 4 icons on bottom right', 'nothing', 'nothing', 'nothing', 'blue blank screen', 'blank', 'nothing', 'nothing just blue', 'blank', 'blank']",yes,nothing,fusion wins
VizWiz_val_00001111.jpg,Could you tell me what is on this laptop monitor? What's it showing?,"['unanswerable', 'unanswerable', 'error message', 'end user license agreement', 'agreement letter', 'license agreement', 'unanswerable', 'unanswerable', 'unanswerable', 'end user license agreement']",yes,unanswerable,fusion wins
VizWiz_val_00001121.jpg,Is there blood in my stool?,"['yes', 'yes', 'yes', 'unanswerable', 'yes', 'yes', 'unanswerable', 'yes', 'yes', 'yes']",yes,no,base wins
VizWiz_val_00001127.jpg,I didn't,"['flipping bird', 'unanswerable', 'unanswerable', 'finger', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00001128.jpg,What's on my screen?,"['installing windows', 'unanswerable', 'unanswerable', 'unanswerable', 'application installation status screen', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00001139.jpg,What is this?,"['browser window on computer', 'website on laptop', 'monitor', 'top laptop built in camera', 'unanswerable', 'website', 'computer', 'computer window opened up to news website', 'webcam', 'unanswerable']",laptop,unanswerable,fusion wins
VizWiz_val_00001146.jpg,"I have one more question about the same image which is. Do you see something that says removable drive or USB drive or something like that. If you do, what position","['3rd down from top', 'i dont see that', 'unanswerable', 'yes third option', 'esc will show defaults', 'unanswerable', 'no', 'no', 'move down 2 lines for usb drive', 'unanswerable']",unanswerable,arrows,base wins
VizWiz_val_00001147.jpg,Are my posters lined up?,"['unanswerable', 'no', 'no', 'unanswerable', 'no', 'no', 'no', 'no', 'no', 'no']",yes,no,fusion wins
VizWiz_val_00001150.jpg,"please tell me what's on the screen, thank you.","['files to search on external drive', 'window', 'unanswerable', 'unanswerable', 'pop up block', 'computer programs', 'text box', 'unanswerable', 'cannot read menu too far away to see clearly', 'unanswerable']",yes,unanswerable,fusion wins
